Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Aruba,ABW,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.32020997,98.25548257,98.19075516,98.12602776,98.06130035,97.99657295,97.93184555,97.86711814,97.80239074,97.73766333,97.67293593,97.60820852,97.54348112,97.54348112,97.54348112,97.54348112,97.54348112,,,,,,,
,AFE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8211065402296,23.2114986094774,23.6005186330166,23.9893097400314,24.3751904507651,24.8267807588928,25.2590283093078,25.6688533218626,26.1318641507104,26.6044167362961,27.0751579646983,27.14586376719,27.607319729902,28.0768927689278,28.5678982360644,29.0837989288035,29.5521388922933,30.0182843340688,30.2964096753337,30.6558737186025,30.8359427084217,,,
Afganistán,AFG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.87080211,21.88130402,23.27419282,24.66743482,26.06769471,27.47541582,28.8840397,30.37464076,31.87385375,33.38186228,34.89884717,36.4251488,37.96080939,39.50601764,41.06096635,42.62602284,44.20121748,45.78912703,47.39066209,49.00616952,50.49964687,,,
,AFW,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2687218837341,22.5069540715953,23.0481813264207,23.6206218549531,24.2092705785455,24.8251323884253,25.4576508030338,26.1016325511854,26.7561193237623,27.4235895381256,28.1055928378384,28.8003502450941,29.5077759249774,30.227735014367,30.9595266451703,31.6993326033441,32.4467693517251,33.2061095257982,33.8397234782496,34.5976192413737,35.3467554880892,,,
Angola,AGO,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55752287,28.98922337,30.42246748,31.85606084,33.29039067,34.72263851,35.99128127,37.25930604,38.52751059,39.79427161,41.06079267,42.32666372,43.59147171,44.85479322,46.11702927,47.37448057,48.62794482,49.87698012,51.12074396,51.39362406,51.66032915,,,
Albania,ALB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.48867136,90.03095617,90.60551419,91.16545587,91.71065289,92.32297713,92.92140649,93.5057424,94.07581407,94.63115604,95.17215972,95.69849376,96.21027103,96.7065609,97.18802044,97.65496533,98.10790338,98.54729837,98.97364391,99.18306692,99.29879315,,,
Andorra,AND,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0000007,99.99999929,100.000002,99.99999479,100.0000044,99.99999637,100.0000012,99.99999654,100.0000034,100.0000011,100.0000023,99.99999772,100.0000035,99.99999528,100.0000012,99.99999755,99.99999506,99.99999876,100.0000012,100.0000037,100.0000037,,,
El mundo árabe,ARB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5871217631298,73.8626187178146,74.490802029499,74.9001367996874,75.310558466034,75.9073551272309,76.5709276376775,77.2205760380747,77.8864897451362,78.5308444941672,79.1613606358377,79.7890981571214,80.3598884123769,80.9261311907902,81.4791211439099,82.0117613177481,82.5368081873505,82.9150092946192,83.2526567380369,83.5254925420333,83.7896633669944,,,
Emiratos Árabes Unidos,ARE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.36811456,97.36811456,97.36811456,97.36811456,97.36811456,97.50500572,97.64189688,97.77878804,97.9156792,98.05257036,98.18946152,98.32635268,98.46324385,98.60013501,98.73702617,98.87391733,99.01080849,99.14769965,99.22957,,,
Argentina,ARG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22025186,87.75030642,88.27940072,88.80778679,89.33608423,89.86410386,90.3920797,90.91980455,91.44751476,91.97501431,92.50233092,93.02688168,93.55005363,94.01399452,94.48011382,94.9480284,95.41770247,,,,,,,
