Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Aruba,ABW,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6170196533203,94.8262481689453,98.2667694091797,97.1386566162109,89.5258331298828,87.5594787597656,87.5902786254883,,89.0220794677734,,96.1910934448242,,,,101.545700073242,99.2572631835938,,,,,,,,,
,AFE,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,24.3201103210449,24.511999130249,24.6560707092285,24.7215194702148,24.9958992004395,25.0259304046631,25.1622695922852,25.2455806732178,25.4166297912598,25.5515899658203,25.499080657959,25.5499801635742,25.7534408569336,25.9363708496094,25.7921600341797,25.8832893371582,25.7905902862549,26.5919990539551,26.948600769043,28.2395706176758,28.6701202392578,28.8856105804443,29.5753993988037,29.7661399841309,30.0601005554199,31.6068305969238,33.6173896789551,32.8705101013184,33.1322784423828,34.1036491394043,35.4262084960938,36.7879104614258,38.6221504211426,39.5837516784668,40.7856101989746,41.4754486083984,41.9407501220703,42.6220397949219,43.7790412902832,44.0443916320801,44.0727005004883,44.0504493713379,43.9863014221191,44.3850288391113,44.5507392883301,,,
Afganistán,AFG,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,9.60499954223633,8.40972995758057,,,6.96337985992432,9.33279991149902,,13.4953098297119,16.1467800140381,10.7438201904297,,12.7984104156494,13.1899900436401,,,,,,,,17.8644599914551,,,,,,,,,,,,16.0289402008057,,,,,,,,,,,50.6940689086914,53.0751419067383,55.3464202880859,58.305850982666,,,,
,AFW,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,17.4312305450439,17.5100708007813,17.9530200958252,18.2750396728516,18.5509204864502,18.7592601776123,18.9103908538818,19.2369003295898,19.458869934082,19.6805000305176,19.9003791809082,20.0901794433594,20.2122802734375,20.1810302734375,20.1606597900391,20.1154098510742,20.2731609344482,20.0934104919434,20.0750007629395,20.2416706085205,21.0912895202637,21.8759803771973,22.3147506713867,22.3213405609131,22.2370796203613,22.2830505371094,22.2435894012451,22.5368003845215,22.6252002716064,22.7127799987793,22.9773292541504,23.8449993133545,26.7959098815918,29.5622806549072,30.8393993377686,32.1262702941895,33.3637619018555,34.8771209716797,36.8744888305664,38.2696418762207,39.3880882263184,40.004280090332,40.5998687744141,40.9494514465332,40.8219413757324,42.2245788574219,42.8714485168457,43.499210357666,44.2476806640625,44.2909202575684,44.5706405639648,,,
Angola,AGO,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,2.73674011230469,,,,,,,,,,,,,,,,,,,,,,,,,,17.3734798431396,17.6657600402832,,20.7388191223145,,,,,,,,,,,,
Albania,ALB,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9776229858398,,,,81.6277008056641,87.7508392333984,,86.46875,,,,91.5971527099609,91.0732421875,89.9128494262695,94.4054412841797,93.7546997070313,93.7310485839844,94.058952331543,94.3811111450195,99.1567764282227,,88.1643676757813,96.3348236083984,92.8239898681641,92.7028198242188,94.9364929199219,,
Andorra,AND,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El mundo árabe,ARB,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,29.8037891387939,29.7179698944092,30.1794395446777,30.5730209350586,30.6638202667236,31.5396003723145,32.3622703552246,33.8348808288574,36.4960784912109,37.1934814453125,37.9449081420898,38.5524406433105,39.0597114562988,39.9716491699219,41.5467185974121,42.6929817199707,44.2365188598633,45.1175308227539,46.7279014587402,48.0801200866699,48.1706581115723,48.9295616149902,49.6119689941406,50.0923614501953,51.3723983764648,52.3901100158691,53.1548309326172,53.3628997802734,54.1628913879395,55.0666694641113,56.1946487426758,58.323371887207,60.6876106262207,60.6843299865723,61.3566513061523,62.4227409362793,61.0767211914063,61.0028915405273,61.114559173584,63.128231048584,63.4112892150879,65.0602264404297,69.2643508911133,66.1047897338867,65.9192962646484,66.6913070678711,67.0316390991211,66.9567031860352,67.9175033569336,69.1042709350586,69.5499801635742,,,
Emiratos Árabes Unidos,ARE,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,15.0741901397705,15.1679096221924,21.5841598510742,25.7033405303955,28.8037300109863,,33.6171112060547,,59.2475090026855,65.4190673828125,67.2272872924805,67.78955078125,63.1662483215332,56.103199005127,54.6531791687012,59.0365409851074,61.8073806762695,64.9096527099609,68.8976669311523,72.3984069824219,80.9717788696289,82.1190032958984,,78.9952011108398,,,82.2451324462891,79.4171981811523,76.6099700927734,78.0100708007813,83.1654586791992,81.3934020996094,79.3404693603516,74.3495712280273,,84.4030685424805,84.4338836669922,84.5141372680664,73.0252990722656,74.9185333251953,81.7057266235352,,,,,101.90991973877,96.8585891723633,,,
Argentina,ARG,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,16.8398609161377,16.0487098693848,,,17.3564395904541,18.0484294891357,,,,,,,,,,,,,,,,,,,,,,,,80.3326110839844,85.1910400390625,85.5663223266602,85.1942672729492,80.8704299926758,79.1654891967773,80.1669616699219,76.5988998413086,74.7632522583008,76.435546875,77.7337112426758,81.5473785400391,85.2694396972656,86.2102508544922,88.4562072753906,88.9163208007813,90.1158599853516,89.2053070068359,89.8170394897461,90.8673400878906,93.5391998291016,94.0325698852539,,,
