Country Name,Country Code,Time,Time Code,"Gross enrolment ratio, early childhood education, both sexes (%) [UIS.GER.0]","Gross enrolment ratio, pre-primary, adjusted gender parity index (GPIA) [UIS.GER.02.GPIA]","Enrolment in early childhood education, female (number) [UIS.E.0.F]","Enrolment in pre-primary education, both sexes (number) [SE.PRE.ENRL]","Gross enrolment ratio, pre-primary, both sexes (%) [SE.PRE.ENRR]","Enrolment in pre-primary education, female (number) [SE.PRE.ENRL.FE]","Enrolment in pre-primary education, male (number) [UIS.E.02.M]","Gross enrolment ratio, pre-primary, male (%) [SE.PRE.ENRR.MA]","Gross enrolment ratio, pre-primary, female (%) [SE.PRE.ENRR.FE]",Percentage of enrolment in pre-primary education in private institutions (%) [SE.PRE.PRIV.ZS],"Enrolment in early childhood education, both sexes (number) [UIS.E.0.T]","Enrolment in early childhood education, male (number) [UIS.E.0.M]","Gross enrolment ratio, early childhood education, male (%) [UIS.GER.0.M]","Gross enrolment ratio, early childhood education, female (%) [UIS.GER.0.F]","Gross enrolment ratio, early childhood educational development programmes, adjusted gender parity index (GPIA) [UIS.GER.01.GPIA]"
Argentina,ARG,1972,YR1972,..,1.03241,..,259509,26.51997,130188,129321,26.08872,26.96269,31.00817,..,..,..,..,..
Argentina,ARG,1973,YR1973,..,1.02809,..,288904,29.06558,144624,144280,28.65689,29.48508,31.63023,..,..,..,..,..
Argentina,ARG,1974,YR1974,..,1.03926,..,317793,31.40225,159983,157810,30.78168,32.0394,31.93431,..,..,..,..,..
Argentina,ARG,1975,YR1975,..,1.03888,..,369082,35.70194,185743,183339,35.00346,36.41927,30.14913,..,..,..,..,..
Argentina,ARG,1976,YR1976,..,1.04192,..,402702,37.91075,203015,199687,37.10951,38.73334,29.163,..,..,..,..,..
Argentina,ARG,1977,YR1977,..,1.03463,..,430916,39.39728,216510,214406,38.71186,40.10039,29.68351,..,..,..,..,..
Argentina,ARG,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1979,YR1979,..,..,..,455745,39.18934,..,..,..,..,29.89961,..,..,..,..,..
Argentina,ARG,1980,YR1980,..,..,..,480216,40.08113,..,..,..,..,31.71802,..,..,..,..,..
Argentina,ARG,1981,YR1981,..,1.04302,..,526964,42.40367,265871,261093,41.4833,43.34813,31.94981,..,..,..,..,..
Argentina,ARG,1982,YR1982,..,1.03954,..,570353,44.24095,287100,283253,43.36032,45.14556,30.86176,..,..,..,..,..
Argentina,ARG,1983,YR1983,..,1.03906,..,602226,45.24946,302809,299417,44.36077,46.16392,31.68844,..,..,..,..,..
Argentina,ARG,1984,YR1984,..,1.03133,..,654645,48.17186,327586,327059,47.41655,48.95035,31.91531,..,..,..,..,..
Argentina,ARG,1985,YR1985,..,1.04174,..,693259,50.82999,348639,344620,49.76304,51.93057,31.18849,..,..,..,..,..
Argentina,ARG,1986,YR1986,..,1.03253,..,719928,53.03755,360504,359424,52.17361,53.92786,31.20354,..,..,..,..,..
Argentina,ARG,1987,YR1987,..,1.00914,..,766138,57.26319,379344,386794,57.00395,57.52997,30.88543,..,..,..,..,..
Argentina,ARG,1988,YR1988,..,1.04026,..,798235,60.677,401873,396362,59.44723,61.94078,29.77519,..,..,..,..,..
Argentina,ARG,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1991,YR1991,..,..,..,982483,48.56701,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1994,YR1994,..,..,..,1009610,47.71864,..,..,..,..,31.47711,..,..,..,..,..
Argentina,ARG,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1996,YR1996,..,1.04609,..,1116951,52.24382,562719,554232,51.03078,53.4963,29.44086,..,..,..,..,..
Argentina,ARG,1997,YR1997,..,1.02746,..,1145919,53.40724,571665,574254,52.67564,54.1629,28.67166,..,..,..,..,..
Argentina,ARG,1998,YR1998,..,1.02271,..,1178249,54.83638,586247,592002,54.21676,55.47662,28.82846,..,..,..,..,..
Argentina,ARG,1999,YR1999,28.70683,1.02357,604832,1191336,55.53286,593012,598324,54.88128,56.20615,28.13807,1215646,610814,28.35905,29.06682,0.9813
Argentina,ARG,2000,YR2000,30.52877,1.01751,639018,1256491,58.7352,623350,633141,58.22506,59.26259,28.18253,1289149,650131,30.26499,30.8019,0.95642
Argentina,ARG,2001,YR2001,30.97496,1.0162,643976,1265771,59.57181,627360,638411,59.09358,60.06647,28.21798,1300258,656282,30.72943,31.22926,0.96421
Argentina,ARG,2002,YR2002,31.10813,1.01589,646463,1268657,60.24095,628440,640217,59.76678,60.73181,27.65342,1306025,659562,30.87588,31.34871,0.96575
Argentina,ARG,2003,YR2003,31.00411,1.01122,645233,1266292,60.61656,625498,640794,60.28069,60.96454,28.03287,1307176,661943,30.85268,31.16101,0.96694
Argentina,ARG,2004,YR2004,31.8813,1.01326,667153,1302835,62.30033,644074,658761,61.89193,62.72365,29.20869,1350986,683833,31.70682,32.06215,0.95404
Argentina,ARG,2005,YR2005,32.66267,1.01795,687765,1335169,63.74701,661501,673668,63.18005,64.33495,30.24651,1389572,701807,32.40625,32.92854,0.96764
Argentina,ARG,2006,YR2006,32.67655,1.01493,692736,1342505,63.67605,664119,678386,63.20575,64.16373,30.6565,1401616,708880,32.46735,32.89343,0.97271
Argentina,ARG,2007,YR2007,33.73445,1.01799,718915,1374995,64.63763,681321,693674,64.06151,65.23495,30.92557,1452326,733411,33.46664,34.01211,0.98089
Argentina,ARG,2008,YR2008,35.13415,1.02019,750099,1429412,66.605,709155,720257,65.93786,67.29656,31.75585,1513537,763438,34.81191,35.46831,0.98362
Argentina,ARG,2009,YR2009,36.07183,1.0182,769263,1462363,68.05104,724722,737641,67.43721,68.68739,32.39264,1554897,785634,35.79834,36.35549,0.96302
Argentina,ARG,2010,YR2010,36.59184,1.01502,781251,1484207,68.89225,734308,749899,68.38039,69.42294,32.14114,1581370,800119,36.36164,36.83063,0.97019
Argentina,ARG,2011,YR2011,36.68696,1.01577,785437,1487105,68.87405,735949,751156,68.33667,69.43131,31.97528,1589458,804021,36.44286,36.94024,0.97192
Argentina,ARG,2012,YR2012,37.57268,1.018,809470,1527075,70.58965,756510,770565,69.96003,71.24271,31.97669,1636479,827009,37.28469,37.87155,0.97415
Argentina,ARG,2013,YR2013,38.23663,1.01607,828796,1566810,72.24957,775346,791464,71.67487,72.84581,31.59439,1677440,848644,37.98535,38.4974,0.97032
Argentina,ARG,2014,YR2014,38.73817,1.01617,845571,1597990,73.2492,790826,807164,72.66288,73.85748,31.67898,1711266,865695,38.48099,39.00505,0.97089
Argentina,ARG,2015,YR2015,39.53813,1.0147,866939,1638369,74.69316,810178,828191,74.15027,75.2564,31.57347,1755943,889004,39.30587,39.77918,0.96894
Argentina,ARG,2016,YR2016,39.97682,1.01474,882725,1664915,75.33119,823290,841625,74.78226,75.90074,31.44875,1787365,904640,39.72858,40.23447,0.9792
Argentina,ARG,2017,YR2017,40.54923,1.01401,897757,1694680,76.08473,837660,857020,75.55777,76.63153,31.45019,1819221,921464,40.32704,40.77985,0.96818
Argentina,ARG,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1974,YR1974,..,0.99618,..,182545,73.82506,88972,93573,73.96315,73.68037,21.94089,..,..,..,..,..
Australia,AUS,1975,YR1975,..,0.99295,..,186652,75.75531,90903,95749,76.01721,75.4814,19.49725,..,..,..,..,..
Australia,AUS,1976,YR1976,..,1.0031,..,203146,81.65689,99529,103617,81.53298,81.78628,18.81602,..,..,..,..,..
Australia,AUS,1977,YR1977,..,0.9955,..,203114,80.4294,99166,103948,80.60671,80.24438,18.76877,..,..,..,..,..
Australia,AUS,1978,YR1978,..,0.98669,..,195348,76.24854,94947,100401,76.74861,75.72678,19.00147,..,..,..,..,..
Australia,AUS,1979,YR1979,..,0.97958,..,173521,67.33267,84010,89511,68.01231,66.62331,21.52074,..,..,..,..,..
Australia,AUS,1980,YR1980,..,0.9858,..,165742,65.08006,80485,85257,65.53542,64.60455,22.47348,..,..,..,..,..
Australia,AUS,1981,YR1981,..,0.98872,..,160580,64.54881,78044,82536,64.90669,64.17459,23.24262,..,..,..,..,..
Australia,AUS,1982,YR1982,..,0.99032,..,158188,65.8376,76859,81329,66.15018,65.51004,24.32296,..,..,..,..,..
Australia,AUS,1983,YR1983,..,0.99214,..,158468,68.49383,76968,81500,68.75722,68.21711,25.20446,..,..,..,..,..
Australia,AUS,1984,YR1984,..,0.99796,..,156641,69.59317,76234,80407,69.66229,69.52041,26.31303,..,..,..,..,..
Australia,AUS,1985,YR1985,..,0.98851,..,161974,71.98876,78433,83541,72.3938,71.5623,26.03443,..,..,..,..,..
Australia,AUS,1986,YR1986,..,1.00141,..,168448,73.59632,82087,86361,73.54567,73.64969,26.13922,..,..,..,..,..
Australia,AUS,1987,YR1987,..,1.0038,..,172815,73.19599,84322,88493,73.06044,73.33878,26.00758,..,..,..,..,..
Australia,AUS,1988,YR1988,..,0.99373,..,175079,71.52797,85010,90069,71.74697,71.29738,26.31269,..,..,..,..,..
Australia,AUS,1989,YR1989,..,1.00011,..,179344,71.13269,87400,91944,71.12885,71.13672,26.08618,..,..,..,..,..
Australia,AUS,1990,YR1990,..,1.0034,..,180470,70.81198,88117,92353,70.69437,70.93567,26.15282,..,..,..,..,..
Australia,AUS,1991,YR1991,..,0.99747,..,180809,70.45321,88040,92769,70.54033,70.36164,26.20334,..,..,..,..,..
Australia,AUS,1992,YR1992,..,0.99809,..,181358,70.57665,88356,93002,70.6423,70.50768,26.15821,..,..,..,..,..
Australia,AUS,1993,YR1993,..,0.99967,..,182269,71.04508,88878,93391,71.05652,71.03307,25.94846,..,..,..,..,..
Australia,AUS,1994,YR1994,..,0.99921,..,186163,72.57817,90742,95421,72.60601,72.54891,26.47089,..,..,..,..,..
Australia,AUS,1995,YR1995,..,..,..,243800,94.40611,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1996,YR1996,..,..,..,200500,76.77609,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1997,YR1997,..,..,..,207000,78.34647,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Australia,AUS,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Australia,AUS,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Australia,AUS,2001,YR2001,26.77917,1.02244,132889,272996,103.526,132889,140107,102.39494,104.74588,62.61594,272996,140107,26.60005,26.97065,0
Australia,AUS,2002,YR2002,26.13198,1.01959,128460,263541,101.39624,128460,135081,100.42824,102.43447,66.15707,263541,135081,25.97437,26.29979,0
Australia,AUS,2003,YR2003,21.08546,1.01356,103160,211627,82.51852,103160,108467,81.97325,83.09973,80.17597,211627,108467,20.9912,21.18549,0
Australia,AUS,2004,YR2004,21.29279,1.0083,104337,214059,84.05777,104337,109722,83.71763,84.41846,81.09446,214059,109722,21.23268,21.35638,0
Australia,AUS,2005,YR2005,21.83612,1.00629,108048,221672,86.60517,108048,113624,86.33977,86.88604,78.77089,221672,113624,21.80448,21.8695,0
Australia,AUS,2006,YR2006,20.74782,0.97766,102440,212998,82.87441,102440,110558,83.78526,81.91334,82.21439,212998,110558,20.99552,20.48698,0
Australia,AUS,2007,YR2007,81.79469,0.97987,102381,212402,81.79469,102381,110021,82.60455,80.94191,76.05531,212402,110021,82.60455,80.94191,0
Australia,AUS,2008,YR2008,19.86318,0.97499,103693,215526,81.62627,103693,111833,82.63359,80.56704,76.10961,215526,111833,20.09628,19.61776,0
Australia,AUS,2009,YR2009,19.60594,0.9801,106075,219741,81.34398,106075,113666,82.14108,80.50683,76.18196,219741,113666,19.77336,19.42965,0
Australia,AUS,2010,YR2010,18.96519,0.97784,105372,218387,78.54856,105372,113015,79.4074,77.64784,74.97104,218387,113015,19.13903,18.78222,0
Australia,AUS,2011,YR2011,22.88365,..,..,273564,95.16196,..,..,..,..,75.48873,273564,..,..,..,0
Australia,AUS,2012,YR2012,..,..,..,320254,107.5956,..,..,..,..,77.96031,..,..,..,..,..
Australia,AUS,2013,YR2013,65.085,0.97664,386430,334387,108.85986,160574,173813,110.10998,107.53827,63.19355,804802,418372,65.85186,64.27463,0.97578
Australia,AUS,2014,YR2014,69.31862,0.97332,414987,357052,113.62543,171127,185925,115.11814,112.04691,76.95686,864372,449385,70.1868,68.40238,0.97618
Australia,AUS,2015,YR2015,71.26331,0.96759,430033.07111,393403,124.22573,188133.07111,205269.92889,126.21588,122.12468,79.41731,898123,468089.92889,72.34093,70.12625,0.97101
Australia,AUS,2016,YR2016,72.08441,0.95823,434817,533825,166.99305,254157,279668,170.45859,163.33892,..,910385,475568,73.37597,70.72288,0.97209
Australia,AUS,2017,YR2017,71.92854,0.96093,439074,528373,164.55399,252014,276359,167.74548,161.19096,84.22705,918713,479639,73.18241,70.60702,0.96991
Australia,AUS,2018,YR2018,71.6963,0.95633,444918,533835,165.69361,253998,279837,169.29345,161.90076,84.73423,931545,486627,72.97508,70.34799,0.97368
Australia,AUS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1974,YR1974,..,..,..,873,6.68351,..,..,..,..,100,..,..,..,..,..
Belize,BLZ,1975,YR1975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1976,YR1976,..,..,..,1084,8.04751,..,..,..,..,100,..,..,..,..,..
Belize,BLZ,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1979,YR1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1980,YR1980,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1981,YR1981,..,..,..,2000,13.9821,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1982,YR1982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1983,YR1983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1984,YR1984,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1985,YR1985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1986,YR1986,..,1.11339,..,2219,21.14542,1161,1058,19.89096,22.43478,..,..,..,..,..,..
Belize,BLZ,1987,YR1987,..,1.11251,..,2100,19.12568,1100,1000,17.99856,20.28024,..,..,..,..,..,..
Belize,BLZ,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1990,YR1990,..,1.13203,..,2695,22.60716,1428,1267,21.02556,24.22392,..,..,..,..,..,..
Belize,BLZ,1991,YR1991,..,1.11256,..,2753,22.99532,1443,1310,21.63859,24.38324,..,..,..,..,..,..
Belize,BLZ,1992,YR1992,..,1.05008,..,3250,27.04277,1647,1603,26.35646,27.74596,..,..,..,..,..,..
Belize,BLZ,1993,YR1993,..,0.99288,..,3377,28.24523,1661,1716,28.3449,28.143,..,..,..,..,..,..
Belize,BLZ,1994,YR1994,..,1.00762,..,3162,26.63858,1566,1596,26.53808,26.7418,..,..,..,..,..,..
Belize,BLZ,1995,YR1995,..,1.08187,..,3311,27.91031,1704,1607,26.73432,29.11825,88.19088,..,..,..,..,..
Belize,BLZ,1996,YR1996,..,1.08005,..,3306,27.43113,1700,1606,26.302,28.59065,86.72111,..,..,..,..,..
Belize,BLZ,1997,YR1997,..,1.06885,..,3355,26.82498,1716,1639,25.88031,27.79397,..,..,..,..,..,..
Belize,BLZ,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,1999,YR1999,26.39454,1.0219,1816,3634,26.39454,1816,1818,26.10569,26.69018,..,3634,1818,26.10569,26.69018,0
Belize,BLZ,2000,YR2000,25.86509,0.96199,1786,3685,25.86509,1786,1899,26.36036,25.35851,99.72863,3685,1899,26.36036,25.35851,..
Belize,BLZ,2001,YR2001,25.28423,1.05075,1885,3714,25.28423,1885,1829,24.633,25.94989,100,3714,1829,24.633,25.94989,0
Belize,BLZ,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,2003,YR2003,24.8289,1.06372,1927,3773,24.8289,1927,1846,24.02082,25.6557,100,3773,1846,24.02082,25.6557,0
Belize,BLZ,2004,YR2004,24.4878,1.00574,1866,3765,24.4878,1866,1899,24.41816,24.55909,100,3765,1899,24.41816,24.55909,0
Belize,BLZ,2005,YR2005,28.38942,1.08074,2274,4412,28.38942,2274,2138,27.20794,29.59781,95.94288,4412,2138,27.20794,29.59781,0
Belize,BLZ,2006,YR2006,31.09249,1.08042,2505,4861,31.09249,2505,2356,29.80392,32.4104,80.97099,4861,2356,29.80392,32.4104,0
Belize,BLZ,2007,YR2007,32.02442,1.06552,2549,4983,32.02442,2549,2434,30.95117,33.1211,76.13887,4983,2434,30.95117,33.1211,0
Belize,BLZ,2008,YR2008,37.49111,1.03883,2927,5801,37.49111,2927,2874,36.75662,38.24144,81.76177,5801,2874,36.75662,38.24144,0
Belize,BLZ,2009,YR2009,39.16656,1.04275,3050,6034,39.16656,3050,2984,38.32028,40.0315,82.73119,6034,2984,38.32028,40.0315,0
Belize,BLZ,2010,YR2010,42.54112,1.06804,3371,6596,42.54112,3371,3225,41.06188,44.0596,85.24864,6596,3225,41.06188,44.0596,0
Belize,BLZ,2011,YR2011,43.45499,1.01651,3348,6739,43.45499,3348,3391,43.09863,43.82199,86.24425,6739,3391,43.09863,43.82199,0
Belize,BLZ,2012,YR2012,46.48246,1.00508,3505,7116,46.48246,3505,3611,46.3662,46.60285,86.59359,7116,3611,46.3662,46.60285,0
Belize,BLZ,2013,YR2013,49.03585,1.00581,3636,7400,49.03585,3636,3764,48.89582,49.18166,84.68919,7400,3764,48.89582,49.18166,0
Belize,BLZ,2014,YR2014,50.25459,1.02316,3711,7501,50.25459,3711,3790,49.67886,50.85652,83.36222,7501,3790,49.67886,50.85652,0
Belize,BLZ,2015,YR2015,49.91686,1.02585,3725,7505,49.91686,3725,3780,49.2765,50.58392,83.55763,7505,3780,49.2765,50.58392,0
Belize,BLZ,2016,YR2016,50.46704,0.9976,3731,7618,50.46704,3731,3887,50.52645,50.4053,82.33132,7618,3887,50.52645,50.4053,0
Belize,BLZ,2017,YR2017,48.85091,1.04702,3760,7461,48.85091,3760,3701,47.6933,50.04659,79.53357,7461,3701,47.6933,50.04659,0
Belize,BLZ,2018,YR2018,47.43126,1.05014,3723,7349,47.43126,3723,3626,46.22642,48.66667,79.77956,7349,3626,46.22642,48.66667,0
Belize,BLZ,2019,YR2019,47.67212,1.02692,3759,7485,47.67212,3759,3726,47.02764,48.32862,80.52104,7485,3726,47.02764,48.32862,0
Belize,BLZ,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1972,YR1972,..,0.9114,..,75247,27.55634,35391,39856,28.81622,26.26322,5.25868,..,..,..,..,..
Bolivia,BOL,1973,YR1973,..,..,..,71704,25.67174,..,..,..,..,5.62591,..,..,..,..,..
Bolivia,BOL,1974,YR1974,..,..,..,74031,25.99905,..,..,..,..,5.97182,..,..,..,..,..
Bolivia,BOL,1975,YR1975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1976,YR1976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1979,YR1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1980,YR1980,..,1.00852,..,90031,27.9941,44503,45528,27.87622,28.11574,..,..,..,..,..,..
Bolivia,BOL,1981,YR1981,..,..,..,105399,31.99581,..,..,..,..,7.70501,..,..,..,..,..
Bolivia,BOL,1982,YR1982,..,..,..,111043,32.96825,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1983,YR1983,..,..,..,116614,33.96251,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1984,YR1984,..,1.02213,..,132837,38.11176,66029,66808,37.69246,38.5456,10.52342,..,..,..,..,..
Bolivia,BOL,1985,YR1985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1986,YR1986,..,1.00144,..,133677,37.32931,65713,67964,37.30289,37.35667,10.62337,..,..,..,..,..
Bolivia,BOL,1987,YR1987,..,..,..,144574,39.74051,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1988,YR1988,..,..,..,113872,30.85619,..,..,..,..,13.38081,..,..,..,..,..
Bolivia,BOL,1989,YR1989,..,1.00428,..,112086,29.96095,55109,56977,29.89789,30.02643,10.68108,..,..,..,..,..
Bolivia,BOL,1990,YR1990,..,1.00799,..,121132,31.93466,59669,61463,31.80903,32.06511,9.81656,..,..,..,..,..
Bolivia,BOL,1991,YR1991,..,0.99983,..,126340,32.56664,61956,64384,32.56932,32.56386,..,..,..,..,..,..
Bolivia,BOL,1992,YR1992,..,1.00026,..,132585,33.4032,65018,67567,33.39891,33.40767,..,..,..,..,..,..
Bolivia,BOL,1993,YR1993,..,0.99286,..,143479,35.39545,70086,73393,35.51973,35.26624,..,..,..,..,..,..
Bolivia,BOL,1994,YR1994,..,1.00229,..,149724,36.32975,73490,76234,36.28894,36.37219,..,..,..,..,..,..
Bolivia,BOL,1995,YR1995,..,1.01219,..,156912,37.72195,77416,79496,37.49511,37.95776,..,..,..,..,..,..
Bolivia,BOL,1996,YR1996,..,1.01273,..,159470,37.75001,78682,80788,37.51283,37.99668,..,..,..,..,..,..
Bolivia,BOL,1997,YR1997,..,1.01326,..,162028,37.84516,79948,82080,37.59757,38.10277,..,..,..,..,..,..
Bolivia,BOL,1998,YR1998,46.64165,1.00985,99473,201991,46.64165,99473,102518,46.41533,46.87722,..,201991,102518,46.41533,46.87722,0
Bolivia,BOL,1999,YR1999,47.50831,1.01548,102605,207789,47.50831,102605,105184,47.14509,47.88652,..,207789,105184,47.14509,47.88652,0
Bolivia,BOL,2000,YR2000,48.8643,1.01368,106348,215602,48.8643,106348,109254,48.53447,49.20785,9.06763,215602,109254,48.53447,49.20785,0
Bolivia,BOL,2001,YR2001,48.83811,1.0126,107576,218237,48.83811,107576,110661,48.53489,49.15401,8.97923,218237,110661,48.53489,49.15401,0
Bolivia,BOL,2002,YR2002,49.17396,1.01968,109981,222313,49.17396,109981,112332,48.69518,49.67278,9.27386,222313,112332,48.69518,49.67278,0
Bolivia,BOL,2003,YR2003,48.86913,1.00785,109741,223177,48.86913,109741,113436,48.68059,49.06555,8.94223,223177,113436,48.68059,49.06555,0
Bolivia,BOL,2004,YR2004,51.18019,1.0118,116096,235607,51.18019,116096,119511,50.88259,51.49021,9.35074,235607,119511,50.88259,51.49021,0
Bolivia,BOL,2005,YR2005,52.1382,1.00678,118600,241293,52.1382,118600,122693,51.96456,52.31907,9.61445,241293,122693,51.96456,52.31907,0
Bolivia,BOL,2006,YR2006,51.69915,1.01304,118957,241312,51.69915,118957,122355,51.36693,52.04538,9.73014,241312,122355,51.36693,52.04538,0
Bolivia,BOL,2007,YR2007,50.58868,1.00626,116864,237957,50.58868,116864,121093,50.43314,50.75086,10.43046,237957,121093,50.43314,50.75086,0
Bolivia,BOL,2008,YR2008,48.57402,1.0028,112672,229878,48.57402,112672,117206,48.5074,48.64351,11.27772,229878,117206,48.5074,48.64351,0
Bolivia,BOL,2009,YR2009,46.45786,1.00801,108421,220640,46.45786,108421,112219,46.27492,46.64874,12.41117,220640,112219,46.27492,46.64874,0
Bolivia,BOL,2010,YR2010,47.46241,1.00869,110806,225399,47.46241,110806,114593,47.25972,47.67387,12.71612,225399,114593,47.25972,47.67387,0
Bolivia,BOL,2011,YR2011,54.35637,0.99809,126174,258121,54.35637,126174,131947,54.4071,54.30342,12.88465,258121,131947,54.4071,54.30342,0
Bolivia,BOL,2012,YR2012,59.08563,0.93918,132615,280057,59.08563,132615,147442,60.89751,57.19369,13.46155,280057,147442,60.89751,57.19369,0
Bolivia,BOL,2013,YR2013,62.9319,0.98977,144754,297503,62.9319,144754,152749,63.24827,62.60147,14.06507,297503,152749,63.24827,62.60147,0
Bolivia,BOL,2014,YR2014,67.24047,1.01109,156054,317256,67.24047,156054,161202,66.87354,67.62376,13.97137,317256,161202,66.87354,67.62376,0
Bolivia,BOL,2015,YR2015,70.18155,1.00974,162841,331285,70.18155,162841,168444,69.84538,70.53272,14.0601,331285,168444,69.84538,70.53272,0
Bolivia,BOL,2016,YR2016,73.6691,0.99857,170263,348432,73.6691,170263,178169,73.72073,73.61515,14.17551,348432,178169,73.72073,73.61515,0
Bolivia,BOL,2017,YR2017,73.78579,1.00485,171497,349876,73.78579,171497,178379,73.61056,73.96895,14.16273,349876,178379,73.61056,73.96895,0
Bolivia,BOL,2018,YR2018,74.47584,1.01626,174480,353898,74.47584,174480,179418,73.87865,75.10007,14.08259,353898,179418,73.87865,75.10007,0
Bolivia,BOL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,1972,YR1972,..,..,..,459960,..,233048,226912,..,..,41.50274,..,..,..,..,..
Brazil,BRA,1973,YR1973,..,..,..,498824,..,250202,248622,..,..,44.08048,..,..,..,..,..
Brazil,BRA,1974,YR1974,..,..,..,529845,..,264921,264924,..,..,48.28148,..,..,..,..,..
Brazil,BRA,1975,YR1975,..,..,..,566008,..,281283,284725,..,..,49.37775,..,..,..,..,..
Brazil,BRA,1976,YR1976,..,..,..,707470,..,351761,355709,..,..,47.36201,..,..,..,..,..
Brazil,BRA,1977,YR1977,..,..,..,780048,..,388426,391622,..,..,47.0639,..,..,..,..,..
Brazil,BRA,1978,YR1978,..,..,..,944583,..,471854,472729,..,..,46.81187,..,..,..,..,..
Brazil,BRA,1979,YR1979,..,..,..,1198104,..,595747,602357,..,..,45.71581,..,..,..,..,..
Brazil,BRA,1980,YR1980,..,..,..,1335317,..,660412,674905,..,..,46.24445,..,..,..,..,..
Brazil,BRA,1981,YR1981,..,..,..,1543822,..,766237,777585,..,..,44.66227,..,..,..,..,..
Brazil,BRA,1982,YR1982,..,..,..,1866868,..,..,..,..,..,41.19916,..,..,..,..,..
Brazil,BRA,1983,YR1983,..,..,..,2084109,..,..,..,..,..,36.91304,..,..,..,..,..
Brazil,BRA,1984,YR1984,..,..,..,2481848,..,..,..,..,..,34.06176,..,..,..,..,..
